day,macro_store,region,subregion,total_streams,total_revenue,total_downloads,total_products
2022-01-01,youtube,Europe,Southern Europe,"140866,0","68,21130550000001","0,0",1914
2022-01-01,facebook,Africa,Western Africa,"1155,0","0,7684745","0,0",147
2022-01-01,spotify,Africa,Western Africa,"13965,0","3,4452719999999997","0,0",185
2022-01-01,tiktok,Africa,Western Africa,"57408,0","46,6040915","0,0",59
2022-01-01,youtube,Africa,Western Africa,"6235,0","3,1531085","0,0",97
2022-01-01,facebook,Asia,Western Asia,"18001,0","11,450506499999998","0,0",282
2022-01-01,spotify,Asia,Western Asia,"27538,0","11,087646000000003","0,0",797
2022-01-01,tiktok,Asia,Western Asia,"2997,0","2,4331115000000003","0,0",109
2022-01-01,youtube,Asia,Western Asia,"41682,0","10,984494999999999","0,0",677
2022-01-01,amazon,Europe,Western Europe,"3732,0","13,547845000000002","0,0",496
2022-01-01,facebook,Europe,Western Europe,"3007,0","11,9915835","0,0",508
2022-01-01,spotify,Europe,Western Europe,"195138,0","320,34390250000024","0,0",2939
2022-01-01,tiktok,Europe,Western Europe,"2643,0","2,1457195","0,0",99
2022-01-01,youtube,Europe,Western Europe,"98095,0","77,50919299999997","0,0",1980
2022-01-01,facebook,,,"4610,0","5,630038999999959","0,0",2974
2022-01-01,tiktok,,,"78,0","0,063324","0,0",1
2022-01-01,youtube,,,"4954,0","266,28673449999997","267,0",230
2022-02-01,amazon,Oceania,Australia and New Zealand,"118,0","0,6308085","0,0",50
2022-02-01,facebook,Oceania,Australia and New Zealand,"1234,0","5,038169000000001","0,0",141
2022-02-01,spotify,Oceania,Australia and New Zealand,"93330,0","174,6324599999999","0,0",1474
2022-02-01,tiktok,Oceania,Australia and New Zealand,"292,0","0,238819","0,0",25
2022-02-01,youtube,Oceania,Australia and New Zealand,"18752,0","37,2029415","0,0",736
2022-02-01,amazon,Americas,Caribbean,"207,0","0,5552684999999999","0,0",23
2022-02-01,facebook,Americas,Caribbean,"25449,0","36,0316715","0,0",486
2022-02-01,spotify,Americas,Caribbean,"16123,0","9,448781500000004","0,0",630
2022-02-01,tiktok,Americas,Caribbean,"984,0","0,8072780000000002","0,0",110
2022-02-01,youtube,Americas,Caribbean,"134511,0","13,655020500000001","0,0",770
2022-02-01,amazon,Americas,Central America,"53911,0","63,84046199999998","0,0",1265
2022-02-01,facebook,Americas,Central America,"837757,0","204,34220900000014","0,0",2506
2022-02-01,spotify,Americas,Central America,"1506277,0","787,2361520000006","0,0",4919
2022-02-01,tiktok,Americas,Central America,"17385,0","14,262587499999995","0,0",411
2022-02-01,youtube,Americas,Central America,"1615127,0","450,5783374999998","0,0",4807
2022-02-01,facebook,Asia,Central Asia,"1023,0","0,8637425","0,0",118
2022-02-01,spotify,Asia,Central Asia,"9272,0","2,6376654999999998","0,0",162
2022-02-01,tiktok,Asia,Central Asia,"2003,0","1,6432565","0,0",57
2022-02-01,youtube,Asia,Central Asia,"304,0","0,07705200000000001","0,0",6
2022-02-01,facebook,Africa,Eastern Africa,"1641,0","0,6869604999999999","0,0",109
2022-02-01,spotify,Africa,Eastern Africa,"4337,0","1,043558","0,0",355
2022-02-01,tiktok,Africa,Eastern Africa,"2037,0","1,6711500000000001","0,0",74
2022-02-01,youtube,Africa,Eastern Africa,"40051,0","3,5696915","0,0",106
2022-02-01,amazon,Asia,Eastern Asia,"2667,0","12,669767499999999","0,0",134
2022-02-01,facebook,Asia,Eastern Asia,"1168,0","3,370393000000001","0,0",248
2022-02-01,spotify,Asia,Eastern Asia,"26338,0","34,073874","0,0",1189
2022-02-01,tiktok,Asia,Eastern Asia,"135,0","0,110756","0,0",32
2022-02-01,youtube,Asia,Eastern Asia,"27115,0","45,91989850000001","0,0",1003
2022-02-01,amazon,Europe,Eastern Europe,"6,0","0,01643","0,0",5
2022-02-01,facebook,Europe,Eastern Europe,"6647,0","6,418436000000001","0,0",378
2022-02-01,spotify,Europe,Eastern Europe,"254066,0","78,92304999999999","0,0",2641
2022-02-01,tiktok,Europe,Eastern Europe,"4860,0","3,932503499999999","0,0",255
2022-02-01,youtube,Europe,Eastern Europe,"379934,0","160,97594800000002","0,0",2136
2022-02-01,facebook,Oceania,Melanesia,"85,0","0,04992599999999999","0,0",16
2022-02-01,spotify,Oceania,Melanesia,"116,0","0,027071000000000005","0,0",26
2022-02-01,tiktok,Oceania,Melanesia,"14,0","0,011486","0,0",5
2022-02-01,youtube,Oceania,Melanesia,"25,0","0,049804","0,0",7
2022-02-01,facebook,Oceania,Micronesia,"51,0","0,12072050000000001","0,0",17
2022-02-01,spotify,Oceania,Micronesia,"2,0","0,001116","0,0",1
2022-02-01,tiktok,Oceania,Micronesia,"5,0","0,004102","0,0",2
2022-02-01,youtube,Oceania,Micronesia,"877,0","0,2744585","0,0",21
2022-02-01,facebook,Africa,Middle Africa,"23,0","0,007859999999999999","0,0",7
2022-02-01,spotify,Africa,Middle Africa,"2923,0","0,34431800000000007","0,0",228
2022-02-01,tiktok,Africa,Middle Africa,"268,0","0,21986950000000002","0,0",37
2022-02-01,youtube,Africa,Middle Africa,"1,0","0,0","0,0",1
2022-02-01,facebook,Africa,Northern Africa,"1913,0","1,9490555000000003","0,0",236
2022-02-01,spotify,Africa,Northern Africa,"3246,0","0,9943534999999999","0,0",276
2022-02-01,tiktok,Africa,Northern Africa,"171,0","0,140292","0,0",57
2022-02-01,youtube,Africa,Northern Africa,"31397,0","0,8630935000000002","0,0",218
2022-02-01,amazon,Americas,Northern America,"168814,0","714,3070160000007","0,0",2028
2022-02-01,facebook,Americas,Northern America,"71674,0","225,22113199999995","0,0",1855
2022-02-01,spotify,Americas,Northern America,"1127307,0","2131,4057699999985","0,0",4653
2022-02-01,tiktok,Americas,Northern America,"7572,0","6,2120535","0,0",329
2022-02-01,youtube,Americas,Northern America,"1267624,0","3662,8814304999974","0,0",5377
2022-02-01,amazon,Europe,Northern Europe,"4251,0","28,766162499999997","0,0",422
2022-02-01,facebook,Europe,Northern Europe,"2486,0","10,271347500000001","0,0",457
2022-02-01,spotify,Europe,Northern Europe,"227377,0","544,8439309999999","0,0",3914
2022-02-01,tiktok,Europe,Northern Europe,"1175,0","0,9596265000000002","0,0",122
2022-02-01,youtube,Europe,Northern Europe,"56674,0","90,98639800000001","0,0",2056
2022-02-01,facebook,Oceania,Polynesia,"49,0","0,0456925","0,0",13
2022-02-01,spotify,Oceania,Polynesia,"2,0","0,0002945","0,0",2
2022-02-01,tiktok,Oceania,Polynesia,"1,0","0,0008205","0,0",1
2022-02-01,youtube,Oceania,Polynesia,"335,0","0,048326499999999994","0,0",13
2022-02-01,amazon,Americas,South America,"110252,0","114,50135699999994","0,0",2844
2022-02-01,facebook,Americas,South America,"876911,0","1005,202644000001","0,0",5575
2022-02-01,spotify,Americas,South America,"8328400,0","5121,221549999992","0,0",13423
2022-02-01,tiktok,Americas,South America,"318173,0","261,0196160000005","0,0",1522
2022-02-01,youtube,Americas,South America,"14691017,0","4540,1396075","0,0",14607
2022-02-01,facebook,Asia,South-Eastern Asia,"9546,0","9,956581000000003","0,0",623
2022-02-01,spotify,Asia,South-Eastern Asia,"69442,0","33,57388300000001","0,0",1159
2022-02-01,tiktok,Asia,South-Eastern Asia,"4198,0","3,380712","0,0",299
2022-02-01,youtube,Asia,South-Eastern Asia,"78975,0","11,727501499999999","0,0",894
2022-02-01,facebook,Africa,Southern Africa,"853,0","1,0277005","0,0",97
2022-02-01,spotify,Africa,Southern Africa,"7413,0","4,8757565","0,0",335
2022-02-01,tiktok,Africa,Southern Africa,"82,0","0,067275","0,0",36
2022-02-01,youtube,Africa,Southern Africa,"6931,0","4,7640885","0,0",263
2022-02-01,facebook,Asia,Southern Asia,"9811,0","4,4374","0,0",288
2022-02-01,spotify,Asia,Southern Asia,"69962,0","28,62646899999998","0,0",499
2022-02-01,tiktok,Asia,Southern Asia,"241,0","0,197718","0,0",41
2022-02-01,youtube,Asia,Southern Asia,"45125,0","4,63225","0,0",492
2022-02-01,amazon,Europe,Southern Europe,"6734,0","18,990985000000002","0,0",466
2022-02-01,facebook,Europe,Southern Europe,"85395,0","195,00084299999997","0,0",1510
2022-02-01,spotify,Europe,Southern Europe,"318462,0","268,128494","0,0",4498
2022-02-01,tiktok,Europe,Southern Europe,"35856,0","29,415346500000002","0,0",239
2022-02-01,youtube,Europe,Southern Europe,"314667,0","134,99366399999997","0,0",2909
2022-02-01,facebook,Africa,Western Africa,"1971,0","1,3467665000000002","0,0",217
2022-02-01,spotify,Africa,Western Africa,"14344,0","2,8690155000000006","0,0",324
2022-02-01,tiktok,Africa,Western Africa,"2576,0","2,1133425000000003","0,0",85
2022-02-01,youtube,Africa,Western Africa,"21536,0","10,3932545","0,0",147
2022-02-01,facebook,Asia,Western Asia,"3300,0","3,7829450000000002","0,0",417
2022-02-01,spotify,Asia,Western Asia,"42441,0","27,256856499999998","0,0",1327
2022-02-01,tiktok,Asia,Western Asia,"1030,0","0,845024","0,0",162
2022-02-01,youtube,Asia,Western Asia,"70225,0","17,0560875","0,0",1019
2022-02-01,amazon,Europe,Western Europe,"2579,0","8,628322499999996","0,0",437
2022-02-01,facebook,Europe,Western Europe,"4678,0","18,69482899999999","0,0",833
2022-02-01,spotify,Europe,Western Europe,"365328,0","632,4398934999999","0,0",4926
2022-02-01,tiktok,Europe,Western Europe,"1370,0","1,1239540000000001","0,0",167
2022-02-01,youtube,Europe,Western Europe,"105621,0","126,4677915","0,0",2919
2022-02-01,facebook,,,"8910,0","11,376552999999854","0,0",5255
2022-02-01,youtube,,,"4406,0","26,252737499999952","255,0",243
2022-03-01,amazon,Oceania,Australia and New Zealand,"242,0","1,975366","0,0",31
2022-03-01,facebook,Oceania,Australia and New Zealand,"772,0","2,7731610000000004","0,0",86
2022-03-01,spotify,Oceania,Australia and New Zealand,"66524,0","133,34635999999995","0,0",890
2022-03-01,tiktok,Oceania,Australia and New Zealand,"86,0","0,0595845","0,0",19
2022-03-01,youtube,Oceania,Australia and New Zealand,"36656,0","27,372601","0,0",551
2022-03-01,amazon,Americas,Caribbean,"167,0","0,45380800000000004","0,0",26
2022-03-01,facebook,Americas,Caribbean,"4258,0","6,583010000000001","0,0",284
2022-03-01,spotify,Americas,Caribbean,"14592,0","8,555917","0,0",346
2022-03-01,tiktok,Americas,Caribbean,"1313,0","0,9096855000000001","0,0",72
2022-03-01,youtube,Americas,Caribbean,"45469,0","11,931789000000002","0,0",536
2022-03-01,amazon,Americas,Central America,"107889,0","98,16546400000001","0,0",1448
2022-03-01,facebook,Americas,Central America,"153938,0","186,97562250000004","0,0",1445
2022-03-01,spotify,Americas,Central America,"1151359,0","618,5384949999992","0,0",3151
2022-03-01,tiktok,Americas,Central America,"23175,0","16,056286","0,0",284
2022-03-01,youtube,Americas,Central America,"1647241,0","175,29750100000007","0,0",3498
2022-03-01,facebook,Asia,Central Asia,"5130,0","4,2823305000000005","0,0",105
2022-03-01,spotify,Asia,Central Asia,"15476,0","4,850873","0,0",134
2022-03-01,tiktok,Asia,Central Asia,"203,0","0,1406485","0,0",40
2022-03-01,youtube,Asia,Central Asia,"158,0","0,0315345","0,0",3
2022-03-01,facebook,Africa,Eastern Africa,"1595,0","0,48286399999999996","0,0",72
2022-03-01,spotify,Africa,Eastern Africa,"4702,0","1,193811","0,0",219
2022-03-01,tiktok,Africa,Eastern Africa,"318,0","0,220322","0,0",30
2022-03-01,youtube,Africa,Eastern Africa,"4875,0","0,3800885","0,0",74
2022-03-01,amazon,Asia,Eastern Asia,"1119,0","3,9651820000000004","0,0",178
2022-03-01,facebook,Asia,Eastern Asia,"581,0","1,2482349999999998","0,0",149
2022-03-01,spotify,Asia,Eastern Asia,"21762,0","29,418348999999992","0,0",790
2022-03-01,tiktok,Asia,Eastern Asia,"80,0","0,0554275","0,0",27
2022-03-01,youtube,Asia,Eastern Asia,"26436,0","70,52506650000001","0,0",883
2022-03-01,amazon,Europe,Eastern Europe,"20,0","0,0562535","0,0",12
2022-03-01,facebook,Europe,Eastern Europe,"2501,0","2,3022594999999995","0,0",239
2022-03-01,spotify,Europe,Eastern Europe,"129588,0","40,70295749999999","0,0",1648
2022-03-01,tiktok,Europe,Eastern Europe,"3891,0","2,6958025","0,0",139
2022-03-01,youtube,Europe,Eastern Europe,"77712,0","21,738307000000002","0,0",1312
2022-03-01,facebook,Oceania,Melanesia,"239,0","0,13801700000000003","0,0",13
2022-03-01,spotify,Oceania,Melanesia,"28,0","0,01128","0,0",17
2022-03-01,tiktok,Oceania,Melanesia,"5,0","0,003464","0,0",3
2022-03-01,youtube,Oceania,Melanesia,"95,0","0,0140235","0,0",2
2022-03-01,facebook,Oceania,Micronesia,"31,0","0,033125","0,0",12
2022-03-01,tiktok,Oceania,Micronesia,"4,0","0,0027715","0,0",1
2022-03-01,youtube,Oceania,Micronesia,"59,0","0,014736500000000001","0,0",6
2022-03-01,facebook,Africa,Middle Africa,"65,0","0,019731500000000003","0,0",13
2022-03-01,spotify,Africa,Middle Africa,"2430,0","0,315894","0,0",135
2022-03-01,tiktok,Africa,Middle Africa,"180,0","0,12470900000000001","0,0",23
2022-03-01,facebook,Africa,Northern Africa,"1923,0","1,7213505000000002","0,0",157
2022-03-01,spotify,Africa,Northern Africa,"1333,0","0,4533415000000001","0,0",208
2022-03-01,tiktok,Africa,Northern Africa,"95,0","0,0658235","0,0",39
2022-03-01,youtube,Africa,Northern Africa,"4004,0","0,45362600000000003","0,0",128
2022-03-01,amazon,Americas,Northern America,"193198,0","890,4271280000002","0,0",2440
2022-03-01,facebook,Americas,Northern America,"24936,0","290,5818174999997","0,0",1114
2022-03-01,spotify,Americas,Northern America,"744416,0","1364,6960990000005","0,0",3033
2022-03-01,tiktok,Americas,Northern America,"7228,0","5,007773500000002","0,0",255
2022-03-01,youtube,Americas,Northern America,"808729,0","2272,6976525","0,0",3981
2022-03-01,amazon,Europe,Northern Europe,"3330,0","19,465192000000002","0,0",516
2022-03-01,facebook,Europe,Northern Europe,"1681,0","6,098931","0,0",317
2022-03-01,spotify,Europe,Northern Europe,"134073,0","322,198775","0,0",2338
2022-03-01,tiktok,Europe,Northern Europe,"1539,0","1,066268","0,0",84
2022-03-01,youtube,Europe,Northern Europe,"82049,0","83,39301499999999","0,0",1477
2022-03-01,facebook,Oceania,Polynesia,"19,0","0,03856450000000001","0,0",7
2022-03-01,spotify,Oceania,Polynesia,"2,0","0,000612","0,0",2
2022-03-01,tiktok,Oceania,Polynesia,"4,0","0,002772","0,0",4
2022-03-01,youtube,Oceania,Polynesia,"84,0","0,024452999999999996","0,0",18
2022-03-01,amazon,Americas,South America,"91066,0","116,82825400000006","0,0",3131
2022-03-01,facebook,Americas,South America,"833919,0","811,1072849999997","0,0",3211
2022-03-01,spotify,Americas,South America,"5187670,0","3635,1484640000012","0,0",8400
2022-03-01,tiktok,Americas,South America,"59537,0","41,24833699999999","0,0",899
2022-03-01,youtube,Americas,South America,"12137141,0","2952,9709084999986","0,0",10543
2022-03-01,facebook,Asia,South-Eastern Asia,"7032,0","6,960148499999999","0,0",424
2022-03-01,spotify,Asia,South-Eastern Asia,"22736,0","12,817926","0,0",833
2022-03-01,tiktok,Asia,South-Eastern Asia,"3761,0","2,6057335000000004","0,0",126
2022-03-01,youtube,Asia,South-Eastern Asia,"208639,0","34,5232635","0,0",610
2022-03-01,facebook,Africa,Southern Africa,"1301,0","0,8217720000000001","0,0",70
2022-03-01,spotify,Africa,Southern Africa,"2288,0","1,5011044999999998","0,0",206
2022-03-01,tiktok,Africa,Southern Africa,"66,0","0,04572949999999999","0,0",21
2022-03-01,youtube,Africa,Southern Africa,"15332,0","5,687978","0,0",232
2022-03-01,facebook,Asia,Southern Asia,"1261,0","0,517254","0,0",164
2022-03-01,spotify,Asia,Southern Asia,"15988,0","6,5417735","0,0",342
2022-03-01,tiktok,Asia,Southern Asia,"205,0","0,1420325","0,0",28
2022-03-01,youtube,Asia,Southern Asia,"101436,0","6,262439999999998","0,0",412
2022-03-01,amazon,Europe,Southern Europe,"4159,0","16,616269000000003","0,0",548
2022-03-01,facebook,Europe,Southern Europe,"15177,0","30,945735999999993","0,0",927
2022-03-01,spotify,Europe,Southern Europe,"272489,0","210,4167700000001","0,0",2783
2022-03-01,tiktok,Europe,Southern Europe,"3316,0","2,2974245000000004","0,0",153
2022-03-01,youtube,Europe,Southern Europe,"128861,0","70,671798","0,0",2109
2022-03-01,facebook,Africa,Western Africa,"1657,0","1,0359425","0,0",128
2022-03-01,spotify,Africa,Western Africa,"4034,0","0,705998","0,0",216
2022-03-01,tiktok,Africa,Western Africa,"3143,0","2,1775605000000002","0,0",53
2022-03-01,youtube,Africa,Western Africa,"8467,0","1,822828","0,0",117
2022-03-01,facebook,Asia,Western Asia,"6088,0","4,540277499999999","0,0",246
2022-03-01,spotify,Asia,Western Asia,"98528,0","23,512550500000003","0,0",868
2022-03-01,tiktok,Asia,Western Asia,"2684,0","1,8595550000000003","0,0",114
2022-03-01,youtube,Asia,Western Asia,"133695,0","18,3515995","0,0",768
2022-03-01,amazon,Europe,Western Europe,"3602,0","17,456999499999995","0,0",526
2022-03-01,facebook,Europe,Western Europe,"9294,0","20,290617","0,0",538
2022-03-01,spotify,Europe,Western Europe,"102564,0","184,85185899999993","0,0",3120
2022-03-01,tiktok,Europe,Western Europe,"1764,0","1,2221615000000001","0,0",125
2022-03-01,youtube,Europe,Western Europe,"100826,0","97,41856950000003","0,0",2062
2022-03-01,facebook,,,"5044,0","5,627267999999998","0,0",2897
2022-03-01,youtube,,,"8529,0","250,43185850000006","316,0",265
2022-04-01,amazon,Oceania,Australia and New Zealand,"290,0","2,0498559999999997","0,0",30
2022-04-01,facebook,Oceania,Australia and New Zealand,"298,0","1,3008769999999996","0,0",93
2022-04-01,spotify,Oceania,Australia and New Zealand,"81083,0","156,705893","0,0",943
2022-04-01,tiktok,Oceania,Australia and New Zealand,"331,0","0,259687","0,0",32
2022-04-01,youtube,Oceania,Australia and New Zealand,"9289,0","27,0608575","0,0",516
2022-04-01,amazon,Americas,Caribbean,"140,0","0,451366","0,0",25
2022-04-01,facebook,Americas,Caribbean,"10700,0","16,1103915","0,0",263
2022-04-01,spotify,Americas,Caribbean,"8972,0","6,1185145000000025","0,0",391
2022-04-01,tiktok,Americas,Caribbean,"2294,0","1,7997729999999998","0,0",89
2022-04-01,youtube,Americas,Caribbean,"16559,0","6,524215499999999","0,0",480
2022-04-01,amazon,Americas,Central America,"33658,0","49,7333495","0,0",1063
2022-04-01,facebook,Americas,Central America,"297392,0","180,85180000000003","0,0",1396
2022-04-01,spotify,Americas,Central America,"1906131,0","1063,4813024999985","0,0",3213
2022-04-01,tiktok,Americas,Central America,"4040,0","3,1696020000000003","0,0",272
2022-04-01,youtube,Americas,Central America,"541234,0","149,5535929999999","0,0",3525
2022-04-01,facebook,Asia,Central Asia,"622,0","1,5825859999999998","0,0",95
2022-04-01,spotify,Asia,Central Asia,"3063,0","0,891938","0,0",158
2022-04-01,tiktok,Asia,Central Asia,"1496,0","1,1736984999999998","0,0",50
2022-04-01,youtube,Asia,Central Asia,"1117,0","0,050865499999999994","0,0",4
2022-04-01,facebook,Africa,Eastern Africa,"3192,0","1,0603305","0,0",89
2022-04-01,spotify,Africa,Eastern Africa,"4821,0","1,1772040000000001","0,0",214
2022-04-01,tiktok,Africa,Eastern Africa,"474,0","0,37187749999999997","0,0",42
2022-04-01,youtube,Africa,Eastern Africa,"35030,0","3,3727840000000002","0,0",68
2022-04-01,amazon,Asia,Eastern Asia,"1605,0","6,372789500000003","0,0",115
2022-04-01,facebook,Asia,Eastern Asia,"893,0","2,4294114999999996","0,0",151
2022-04-01,spotify,Asia,Eastern Asia,"19709,0","19,948443500000007","0,0",752
2022-04-01,tiktok,Asia,Eastern Asia,"118,0","0,09257500000000002","0,0",31
2022-04-01,youtube,Asia,Eastern Asia,"27576,0","71,00179349999999","0,0",806
2022-04-01,amazon,Europe,Eastern Europe,"7,0","0,020250999999999998","0,0",4
2022-04-01,facebook,Europe,Eastern Europe,"1946,0","2,7675724999999995","0,0",240
2022-04-01,spotify,Europe,Eastern Europe,"81174,0","37,249221","0,0",1426
2022-04-01,tiktok,Europe,Eastern Europe,"1486,0","1,165848","0,0",85
2022-04-01,youtube,Europe,Eastern Europe,"49016,0","17,2547655","0,0",1117
2022-04-01,facebook,Oceania,Melanesia,"42,0","0,022982","0,0",9
2022-04-01,spotify,Oceania,Melanesia,"270,0","0,11066899999999999","0,0",23
2022-04-01,tiktok,Oceania,Melanesia,"12,0","0,009414500000000001","0,0",4
2022-04-01,youtube,Oceania,Melanesia,"214,0","0,139059","0,0",6
2022-04-01,facebook,Oceania,Micronesia,"22,0","0,033477999999999994","0,0",11
2022-04-01,spotify,Oceania,Micronesia,"6,0","0,0025499999999999997","0,0",4
2022-04-01,tiktok,Oceania,Micronesia,"8,0","0,006276500000000001","0,0",4
2022-04-01,youtube,Oceania,Micronesia,"35,0","0,0391245","0,0",13
2022-04-01,facebook,Africa,Middle Africa,"31,0","0,014837","0,0",8
